序号,汉字,拼音,义符（按字源）,声符（按字源）,构形依据,《说文》原文
1,个,gè,竹,固,从竹固聲,竹枚也。从竹固聲。
2,么,mǒ,幺,麻,从幺麻聲,細也。从幺麻聲。
3,亿,yì,人,𢡃,从人𢡃聲,安也。从人𢡃聲。
4,尢,yóu,乙,又,从乙又聲,異也。从乙又聲。
5,专,zhuān,寸,叀,从寸叀聲,六寸簿也。从寸叀聲。一曰專，紡專。
6,书,shū,聿,者,从聿者聲,箸也。从聿者聲。
7,仅,jǐn,人,堇,从人堇聲,材能也。从人堇聲。
8,仆,pū,人,卜,从人卜聲,頓也。从人卜聲。
9,仇,qiú,人,九,从人九聲,讎也。从人九聲。
10,仍,réng,人,乃,从人乃聲,因也。从人乃聲。
11,允,yǔn,儿,㠯,从儿㠯聲,信也。从儿㠯聲。
12,冈,gāng,山,网,从山网聲,山骨也。从山网聲。
13,凤,fèng,鳥,凡,”从鳥凡聲,神鳥也。天老曰：“鳳之象也，鴻前麐後，蛇頸魚尾，鸛顙鴛思，龍文虎背，燕頷雞喙，五色備舉。出於東方君子之國，翺翔四海之外，過崐崘，飲砥柱，濯羽弱水，莫宿風穴。見則天下大安寕。”从鳥凡聲。
14,切,qiē,刀,七,从刀七聲,刌也。从刀七聲。
15,劝,quàn,力,雚,从力雚聲,勉也。从力雚聲。
16,办,bàn,力,辡,从力辡聲,致力也。从力辡聲。
17,化,huà,𠤎,𠤎,从𠤎从人，𠤎亦聲,教行也。从𠤎从人，𠤎亦聲。
18,厄,ě,卩,厂,从卪厂聲,科厄，木節也。从卪厂聲。賈侍中說，以爲厄，裹也。一曰厄，蓋也。
19,历,lì,止,厤,从止厤聲,過也。从止厤聲。
20,少,shǎo,小,丿,从小丿聲,不多也。从小丿聲。
21,币,bì,巾,敝,从巾敝聲,帛也。从巾敝聲。
22,攴,pū,攴,卜,从又卜聲,小擊也。从又卜聲。凡攴之屬皆从攴。
23,无,wú,亾,𣞤,从亾𣞤聲,亡也。从亾𣞤聲。
24,曰,yuè,曰,乙,从口乙聲,詞也。从口乙聲。亦象口气出也。凡曰之屬皆从曰。
25,殳,shū,殳,几,”从又几聲,以杸殊人也。《禮》：“殳以積竹，八觚，長丈二尺，建於兵車，車旅賁以先驅。”从又几聲。凡殳之屬皆从殳。
26,订,dìng,言,丁,从言丁聲,平議也。从言丁聲。
27,讥,jī,言,幾,从言幾聲,誹也。从言幾聲。
28,邓,dèng,邑,登,从邑登聲,曼姓之國。今屬南陽。从邑登聲。
29,队,zhuì,𨸏,㒸,从𨸏㒸聲,從高隊也。从𨸏㒸聲。
30,韦,wéi,韋,囗,从舛囗聲,相背也。从舛囗聲。獸皮之韋，可以束枉戾相韋背，故借以爲皮韋。凡韋之屬皆从韋。
31,风,fēng,風,凡,从虫凡聲,八風也。東方曰明庶風，東南曰清明風，南方曰景風，西南曰涼風，西方曰閶闔風，西北曰不周風，北方曰廣莫風，東北曰融風。風動蟲生。故蟲八日而化。从虫凡聲。凡風之屬皆从風。
32,丕,pī,一,不,从一不聲,大也。从一不聲。
33,丛,cóng,丵,取,从丵取聲,聚也。从丵取聲。
34,主,zhǔ,丶,丶,从丶，丶亦聲,鐙中火主也。从纹，象形。从丶，丶亦聲。
35,乎,hū,兮,象,从兮，象聲,語之餘也。从兮，象聲上越揚之形也。
36,仔,zī,人,子,从人子聲,克也。从人子聲。
37,仞,rèn,人,刃,从人刃聲,伸臂一尋，八尺。从人刃聲。
38,仡,yì,人,气,从人气聲,勇壯也。从人气聲。《周書》曰：“㐹㐹勇夫。”
39,代,dài,人,弋,从人弋聲,更也。从人弋聲。
40,仪,yí,人,義,从人義聲,度也。从人義聲。
41,兰,lán,艸,闌,从艸闌聲,香艸也。从艸闌聲。
42,写,xiě,宀,舄,从宀舄聲,置物也。从宀舄聲。
43,冯,píng,馬,冫,从馬冫聲,馬行疾也。从馬冫聲。
44,击,jī,手,毄,从手毄聲,攴也。从手毄聲。
45,刊,kān,刀,干,从刀干聲,剟也。从刀干聲。
46,功,gōng,力,工,从力从工，工亦聲,以勞定國也。从力从工，工亦聲。
47,务,wù,力,敄,从力敄聲,趣也。从力敄聲。
48,劢,mài,力,萬,从力萬聲,勉力也。《周書》曰：“用勱相我邦家。”讀若萬。从力萬聲。
49,卢,lú,皿,𧇄,从皿𧇄聲,飯器也。从皿𧇄聲。
50,厉,lì,厂,蠆,从厂，蠆省聲,旱石也。从厂，蠆省聲。
51,去,qù,去,凵,从大凵聲,人相違也。从大凵聲。凡去之屬皆从去。
52,发,fà,髟,犮,从髟犮聲,根也。从髟犮聲。
53,句,gōu,句,丩,从口丩聲,曲也。从口丩聲。凡句之屬皆从句。
54,叫,jiào,口,丩,从口丩聲,嘑也。从口丩聲。
55,召,zhào,口,刀,从口刀聲,𧦝也。从口刀聲。
56,可,kě,可,丂,从口丂，丂亦聲,𦘫也。从口丂，丂亦聲。凡可之屬皆从可。
57,台,yí,口,㠯,从口㠯聲,說也。从口㠯聲。
58,叱,chì,口,七,从口七聲,訶也。从口七聲。
59,叶,yè,艸,枼,从艸枼聲,艸木之葉也。从艸枼聲。
60,叹,tàn,欠,𪅀,从欠，𪅀省聲,吟也。从欠，𪅀省聲。
61,叽,jī,口,幾,从口幾聲,小食也。从口幾聲。
62,失,shī,手,乙,从手乙聲,縱也。从手乙聲。
63,头,tóu,頁,豆,从頁豆聲,首也。从頁豆聲。
64,宄,guǐ,宀,九,从宀九聲,姦也。外爲盜，内爲宄。从宀九聲。讀若軌。
65,尔,ěr,㸚,尒,从冂从㸚，其孔㸚，尒聲,麗爾，猶靡麗也。从冂从㸚，其孔㸚，尒聲。此與爽同意。
66,尻,kāo,尸,九,从尸九聲,𦞠也。从尸九聲。
67,尼,ní,尸,匕,从尸匕聲,從後近之。从尸匕聲。
68,巧,qiǎo,工,丂,从工丂聲,技也。从工丂聲。
69,布,bù,巾,父,从巾父聲,枲織也。从巾父聲。
70,弘,hóng,弓,厶,从弓厶聲,弓聲也。从弓厶聲。厶，古文肱字。
71,归,guī,止,𠂤,从止，从婦省，𠂤聲,女嫁也。从止，从婦省，𠂤聲。
72,必,bì,八,弋,从八、弋，弋亦聲,分極也。从八、弋，弋亦聲。
73,扑,pū,手,菐,从手菐聲,挨也。从手菐聲。
74,打,dǎ,手,丁,从手丁聲,擊也。从手丁聲。
75,扔,rēng,手,乃,从手乃聲,因也。从手乃聲。
76,旧,jiù,雈,臼,从雈臼聲,𨾦舊，舊畱也。从雈臼聲。
77,札,zhá,木,乙,从木乙聲,牒也。从木乙聲。
78,术,shù,行,术,从行术聲,邑中道也。从行术聲。
79,汀,tīng,水,丁,从水丁聲,平也。从水丁聲。
80,汁,zhī,水,十,从水十聲,液也。从水十聲。
81,汇,huì,匚,淮,从匚淮聲,器也。从匚淮聲。
82,汉,hàn,水,難,从水，難省聲,漾也。東爲滄浪水。从水，難省聲。
83,灭,miè,水,𤇳,从水𤇳聲,盡也。从水𤇳聲。
84,犯,fàn,犬,）,从犬巳（段註改為㔾）聲,侵也。从犬巳（段註改為㔾）聲。
85,皮,pí,皮,爲,从又，爲省聲,剥取獸革者謂之皮。从又，爲省聲。凡皮之屬皆从皮。
86,礼,lǐ,示,豊,从示从豊，豊亦聲,履也。所以事神致福也。从示从豊，豊亦聲。
87,穴,xué,穴,八,从宀八聲,土室也。从宀八聲。凡穴之屬皆从穴。
88,艽,qiú,艸,九,从艸九聲,逺荒也。从艸九聲。《詩》曰：“至于艽野。”
89,艾,ài,艸,乂,从艸乂聲,冰臺也。从艸乂聲。
90,艿,réng,艸,乃,从艸乃聲,艸也。从艸乃聲。
91,节,jié,竹,即,从竹即聲,竹約也。从竹即聲。
92,讦,jié,言,干,从言干聲,面相厈罪，相告訐也。从言干聲。
93,讧,hòng,言,工,从言工聲,䜋也。从言工聲。《詩》曰：“蟊賊内訌。”
94,让,ràng,言,襄,从言襄聲,相責讓。从言襄聲。
95,讪,shàn,言,山,从言山聲,𧩂也。从言山聲。
96,讫,qì,言,气,从言气聲,止也。从言气聲。
97,训,xùn,言,川,从言川聲,說教也。从言川聲。
98,议,yì,言,義,从言義聲,語也。从言義聲。
99,讯,xùn,言,卂,从言卂聲,問也。从言卂聲。
100,记,jì,言,己,从言己聲,疏也。从言己聲。
101,轧,yà,車,乙,从車乙聲,𨋚也。从車乙聲。
102,辽,liáo,辵,尞,从辵尞聲,遠也。从辵尞聲。
103,邗,hán,邑,干,从邑干聲,國也，今屬臨淮。从邑干聲。一曰邗本屬吳。
104,邙,máng,邑,亡,从邑亡聲,河南洛陽北亡山上邑。从邑亡聲。
105,邛,qióng,邑,工,从邑工聲,邛地。在濟陰縣。从邑工聲。
106,阡,qiān,𨸏,千,从𨸏千聲,路東西爲陌，南北爲阡。从𨸏千聲。
107,阢,wù,𨸏,兀,从𨸏从兀，兀亦聲,石山戴土也。从𨸏从兀，兀亦聲。
108,饥,jī,食,幾,从食幾聲,穀不孰爲饑。从食幾聲。
109,龙,lóng,龍,童,从肉，飛之形，童省聲,鱗蟲之長。能幽，能明，能細，能巨，能短，能長；春分而登天，秋分而潛淵。从肉，飛之形，童省聲。凡龍之屬皆从龍。
110,产,chǎn,生,彥,从生，彥省聲,生也。从生，彥省聲。
111,仲,zhòng,人,中,从人从中，中亦聲,中也。从人从中，中亦聲。
112,仳,pǐ,人,比,从人比聲,別也。从人比聲。《詩》曰：“有女仳離。”
113,价,jiè,人,介,从人介聲,善也。从人介聲。《詩》曰：“价人惟藩。”
114,任,rén,人,壬,从人壬聲,符也。从人壬聲。
115,份,bīn,人,分,从人分聲,文質僣也。从人分聲。《論語》曰：“文質份份。”
116,仿,fǎng,人,方,从人方聲,相似也。从人方聲。
117,企,qì,人,止,从人止聲,舉踵也。从人止聲。
118,伉,kàng,人,亢,从人亢聲,人名。从人亢聲。《論語》有陳伉。
119,伎,jì,人,支,从人支聲,與也。从人支聲。《詩》曰：“𥷤人伎忒。”
120,优,yōu,人,憂,从人憂聲,饒也。从人憂聲。一曰倡也。
121,伙,huǒ,多,果,从多果聲,齊謂多爲夥。从多果聲。
122,伛,yǔ,人,區,从人區聲,僂也。从人區聲。
123,伟,wěi,人,韋,从人韋聲,奇也。从人韋聲。
124,传,zhuàn,人,專,从人專聲,遽也。从人專聲。
125,伤,shāng,人,𥏻,从人，𥏻省聲,創也。从人，𥏻省聲。
126,伥,chāng,人,長,从人長聲,狂也。从人長聲。一曰什也。
127,伦,lún,人,侖,从人侖聲,輩也。从人侖聲。一曰道也。
128,伪,wěi,人,爲,从人爲聲,詐也。从人爲聲。
129,充,chōng,儿,育,从儿，育省聲,長也。高也。从儿，育省聲。
130,关,guān,門,𢇅,从門𢇅聲,以木橫持門戶也。从門𢇅聲。
131,凫,fú,𠘧,𠘧,从鳥𠘧聲,舒鳧，鶩也。从鳥𠘧聲。
132,刎,wěn,刀,勿,从刀勿聲,剄也。从刀勿聲。
133,刑,xíng,刀,幵,从刀幵聲,剄也。从刀幵聲。
134,划,huá,刀,畫,从刀从畫，畫亦聲,錐刀曰劃。从刀从畫，畫亦聲。
135,刖,yuè,刀,月,从刀月聲,絕也。从刀月聲。
136,列,liè,刀,𡿪,从刀𡿪聲,分解也。从刀𡿪聲。
137,刚,gāng,刀,岡,从刀岡聲,彊斷也。从刀岡聲。
138,劣,liè,力,少,从力少聲,弱也。从力少聲。
139,动,dòng,力,重,从力重聲,作也。从力重聲。
140,匈,xiōng,勹,凶,从勹凶聲,聲也。从勹凶聲。
141,匡,kuāng,匚,㞷,从匚㞷聲,飲器，筥也。从匚㞷聲。
142,压,yā,土,厭,从土厭聲,壞也。一曰塞補。从土厭聲。
143,厌,yā,厂,猒,从厂猒聲,笮也。从厂猒聲。一曰合也。
144,吁,xū,口,于,从口于聲,驚也。从口于聲。
145,吃,jī,口,气,从口气聲,言蹇難也。从口气聲。
146,吏,lì,一,史,从一从史，史亦聲,治人者也。从一从史，史亦聲。
147,吐,tǔ,口,土,从口土聲,寫也。从口土聲。
148,吒,zhà,口,乇,从口乇聲,噴也。叱怒也。从口乇聲。
149,团,tuán,囗,專,从囗專聲,圜也。从囗專聲。
150,在,zài,土,才,从土才聲,存也。从土才聲。
151,圪,yì,土,乞,”从土乞聲,牆高也。《詩》曰：“崇墉𡉛𡉛。”从土乞聲。
152,圮,pǐ,土,己,”从土己聲,毀也。《虞書》曰：“方命圮族。”从土己聲。
153,圯,yí,土,巳,从土巳聲,東楚謂橋爲圯。从土巳聲。
154,地,dì,土,也,从土也聲,元气初分，輕清陽爲天，重濁陰爲地。萬物所陳𠛱也。从土也聲。
155,圹,kuàng,土,廣,从土廣聲,塹穴也。一曰大也。从土廣聲。
156,场,cháng,土,昜,从土昜聲,祭神道也。一曰田不耕。一曰治穀田也。从土昜聲。
157,壮,zhuàng,士,爿,从士爿聲,大也。从士爿聲。
158,夸,kuā,大,于,从大于聲,奢也。从大于聲。
159,奸,jiān,女,干,从女从干，干亦聲,犯婬也。从女从干，干亦聲。
160,妁,shuò,女,勺,从女勺聲,酌也，斟酌二姓也。从女勺聲。
161,妃,fēi,女,己,从女己聲,匹也。从女己聲。
162,妄,wàng,女,亡,从女亡聲,亂也。从女亡聲。
163,妆,zhuāng,女,牀,从女，牀省聲,飾也。从女，牀省聲。
164,字,zì,子,子,从子在宀下，子亦聲,乳也。从子在宀下，子亦聲。
165,存,cún,子,才,从子才聲,恤問也。从子才聲。
166,宅,zhái,宀,乇,从宀乇聲,所託也。从宀乇聲。
167,宇,yǔ,宀,于,从宀于聲,屋邊也。从宀于聲。《易》曰：“上棟下宇。”
168,寺,sì,寸,之,从寸之聲,廷也。有法度者也。从寸之聲。
169,导,dǎo,寸,道,从寸道聲,導，引也。从寸道聲。
170,尥,liào,尣,勺,从尣勺聲,行脛相交也。从尣勺聲。牛行腳相交爲尦。
171,尽,jìn,皿,㶳,从皿㶳聲,器中空也。从皿㶳聲。
172,屺,qǐ,山,己,从山己聲,山無草木也。从山己聲。《詩》曰：“陟彼屺兮。”
173,屿,yǔ,山,與,从山與聲,㠀也。从山與聲。
174,岁,suì,步,戌,从步戌聲,木星也。越歴二十八宿，宣徧陰陽，十二月一次。从步戌聲。律歴書名五星爲五步。
175,岂,qǐ,豈,微,从豆，微省聲,還師振旅樂也。一曰欲也，登也。从豆，微省聲。凡豈之屬皆从豈。
176,岌,jí,山,及,从山及聲,山高皃。从山及聲。
177,巡,xún,辵,川,从辵川聲,延行皃。从辵川聲。
178,巩,gǒng,革,巩,”从革巩聲,以韋束也。《易》曰：“鞏用黃牛之革。”从革巩聲。
179,并,bìng,人,并,从人并聲,並也。从人并聲。
180,延,yán,㢟,丿,从㢟丿聲,長行也。从㢟丿聲。
181,廷,tíng,廴,壬,从廴壬聲,朝中也。从廴壬聲。
182,异,yì,𠬞,㠯,从廾㠯聲,舉也。从廾㠯聲。《虞書》曰： “岳曰：异哉！”
183,式,shì,工,弋,从工弋聲,法也。从工弋聲。
184,当,dāng,田,尚,从田尚聲,田相值也。从田尚聲。
185,忖,cǔn,心,寸,从心寸聲,度也。从心寸聲。
186,戏,xì,戈,䖒,从戈䖒聲,三軍之偏也。一曰兵也。从戈䖒聲。
187,成,chéng,戊,丁,从戊丁聲,就也。从戊丁聲。
188,托,tuō,言,乇,从言乇聲,寄也。从言乇聲。
189,扛,gāng,手,工,从手工聲,橫關對舉也。从手工聲。
190,扣,kòu,手,口,从手口聲,牽馬也。从手口聲。
191,执,zhí,㚔,㚔,从丮从㚔，㚔亦聲,捕罪人也。从丮从㚔，㚔亦聲。
192,扪,mén,手,門,从手門聲,撫持也。从手門聲。《詩》曰：“莫捫朕舌。”
193,扬,yáng,手,昜,从手昜聲,飛舉也。从手昜聲。
194,收,shōu,攴,丩,从攴丩聲,捕也。从攴丩聲。
195,旨,zhǐ,旨,匕,从甘匕聲,美也。从甘匕聲。凡旨之屬皆从旨。
196,旭,xù,日,九,从日九聲,日旦出皃。从日九聲。若勖。一曰明也。
197,曳,yè,申,丿,从申丿聲,臾曳也。从申丿聲。
198,有,yǒu,有,又,”从月又聲,不宜有也。《春秋傳》曰：“日月有食之。”从月又聲。凡有之屬皆从有。
199,朴,pò,木,卜,从木卜聲,木皮也。从木卜聲。
200,机,jī,木,几,从木几聲,木也。从木几聲。
201,杀,shā,殺,杀,从殳杀聲,戮也。从殳杀聲。凡殺之屬皆从殺。
202,杂,zá,衣,集,从衣集聲,五彩相會。从衣集聲。
203,权,quán,木,雚,从木雚聲,黃華木。从木雚聲。一曰反常。
204,次,cì,欠,二,从欠二聲,不前，不精也。从欠二聲。
205,欢,huān,欠,雚,从欠雚聲,喜樂也。从欠雚聲。
206,汔,qì,水,气,从水气聲,水涸也。或曰泣下。从水气聲。《詩》曰：“汽可小康。”
207,汕,shàn,水,山,从水山聲,魚游水皃。从水山聲。《詩》曰：“蒸然汕汕。”
208,汗,hàn,水,干,从水干聲,人液也。从水干聲。
209,汛,xùn,水,卂,从水卂聲,灑也。从水卂聲。
210,汜,sì,水,巳,从水巳聲,水別復入水也。一曰汜，窮瀆也。从水巳聲。《詩》曰：“江有汜。”
211,汝,rǔ,水,女,从水女聲,水。出弘農盧氏還歸山，東入淮。从水女聲。
212,江,jiāng,水,工,从水工聲,水。出蜀湔氐徼外崏山，入海。从水工聲。
213,污,wū,水,于,从水于聲,薉也。一曰小池爲汙。一曰涂也。从水于聲。
214,汤,tāng,水,昜,从水昜聲,熱水也。从水昜聲。
215,汲,jí,水,及,从水从及，及亦聲,引水於井也。从水从及，及亦聲。
216,牝,pìn,牛,匕,从牛匕聲,畜母也。从牛匕聲。《易》曰：“畜牝牛，吉。”
217,牟,móu,牛,其,从牛，象其聲,牛鳴也。从牛，象其聲气从口出。
218,犷,guǎng,犬,廣,从犬廣聲,犬獷獷不可附也。从犬廣聲。漁陽有獷平縣。
219,玎,dīng,玉,丁,从玉丁聲,玉聲也。从玉丁聲。齊太公子伋謚曰玎公。
220,玑,jī,玉,幾,从玉幾聲,珠不圜也。从玉幾聲。
221,祁,qí,邑,示,从邑示聲,太原縣。从邑示聲。
222,纡,yū,糸,于,从糸于聲,詘也。从糸于聲。一曰縈也。
223,红,hóng,糸,工,从糸工聲,帛赤白色。从糸工聲。
224,纣,zhòu,糸,肘,从糸，肘省聲,馬緧也。从糸，肘省聲。
225,纤,xiān,糸,韱,从糸韱聲,細也。从糸韱聲。
226,纥,hé,糸,气,从糸气聲,絲下也。从糸气聲。《春秋傳》有臧孫紇。
227,约,yuē,糸,勺,从糸勺聲,纏束也。从糸勺聲。
228,级,jí,糸,及,从糸及聲,絲次弟也。从糸及聲。
229,纨,wán,糸,丸,从糸丸聲,素也。从糸丸聲。
230,纩,kuàng,糸,廣,从糸廣聲,絮也。从糸廣聲。《春秋傳》曰：“皆如挾纊。”
231,纪,jì,糸,己,从糸己聲,絲別也。从糸己聲。
232,纫,rèn,糸,刃,从糸刃聲,繟繩也。从糸刃聲。
233,考,kǎo,老,丂,从老省，丂聲,老也。从老省，丂聲。
234,聿,yù,聿,一,从𦘒一聲,所以書也。楚謂之聿，吳謂之不律，燕謂之弗。从𦘒一聲。凡聿之屬皆从聿。
235,肋,lèi,肉,力,从肉力聲,脅骨也。从肉力聲。
236,肌,jī,肉,几,从肉几聲,肉也。从肉几聲。
